FirstStructure__c;CreatedYear__c;CreatedDate__c;Type;Case_Theme_Area__c;Case_Topic_Service__c;Origin;Case_Alert_Police_Warning__c;Municipality_Category__c
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;8
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;8
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;8
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;8
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;9
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;9
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;7
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;9
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;9
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;4
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;AMBIENTE;RAMI PERICOLANTI E POTATURE ALBERI;Call Center;false;3
;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;TVA;false;12
DIPARTIMENTO INFRASTRUTTURE E LAVORI PUBBLICI;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;9
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;13
BACK OFFICE ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Email Portale 060606;false;15
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;7
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;SERVIZI MUNICIPALI;SERVIZIO TECNICO;Call Center;false;5
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;2
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;10
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;AMBIENTE;SPECIE INFESTANTI E SINANTROPE;Call Center;false;10
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;7
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;MOBILITA E TRASPORTI;FREQUENZA E ORARI;Call Center;false;
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;7
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;2
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;3
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;10
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;AMBIENTE;SPECIE INFESTANTI E SINANTROPE;Call Center;false;12
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;5
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;4
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;DIRITTI E PARI OPPORTUNITA;EFFICIENZA UFFICI E COMPORTAMENTO DEL PERSONALE;Call Center;false;
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;AMBIENTE;RAMI PERICOLANTI E POTATURE ALBERI;Call Center;false;5
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;14
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;8
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;3
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;SERVIZI MUNICIPALI;SERVIZIO TECNICO;Call Center;false;1
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;2
MUNICIPIO X;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;ALTRI INTERVENTI DI POLIZIA LOCALE;Email To Case;false;10
MUNICIPIO V;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;5
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;15
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;1
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;7
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;7
AMA;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;CDC;false;4
POLIZIA LOCALE (COMANDO GENERALE);2026;17/01/2026;Segnalazione;SICUREZZA URBANA;ALTRI INTERVENTI DI POLIZIA LOCALE;Email To Case;false;2
MUNICIPIO XIV;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;14
DIPARTIMENTO TUTELA AMBIENTALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;ALTRI INTERVENTI DI POLIZIA LOCALE;CDC;false;13
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;9
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;2
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;7
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;1
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;2
;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;TVA;false;7
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;7
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;4
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;MOBILITA E TRASPORTI;ALTRI SERVIZI MOBILITA E TRASPORTI;Call Center;false;
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;INSEDIAMENTO ABUSIVO;Call Center;false;3
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;10
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;4
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;14
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;14
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;13
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;1
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;10
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;5
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;7
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;13
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;13
MUNICIPIO XIV;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Email To Case;false;14
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;COMMERCIO E IMPRESA;ANTIABUSIVISMO COMMERCIALE;CDC;false;5
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;9
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;9
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;4
DIPARTIMENTO INFRASTRUTTURE E LAVORI PUBBLICI;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;5
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;TURISMO;ANTIABUSIVISMO STRUTTURE RICETTIVE;CDC;false;7
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;COMMERCIO E IMPRESA;ANTIABUSIVISMO COMMERCIALE;CDC;false;5
MUNICIPIO X;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;10
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;1
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;1
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;9
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;8
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;4
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;8
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;CULTURA;SPETTACOLI E MUSICA DAL VIVO;CDC;false;1
MUNICIPIO V;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Email To Case;false;5
GABINETTO DEL SINDACO;2026;17/01/2026;Reclamo;CULTURA;SPETTACOLI E MUSICA DAL VIVO;Email To Case;false;1
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;COMMERCIO E IMPRESA;ANTIABUSIVISMO COMMERCIALE;CDC;false;5
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;COMMERCIO E IMPRESA;ANTIABUSIVISMO COMMERCIALE;CDC;false;5
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;10
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;5
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;14
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;4
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;1
POLIZIA LOCALE (COMANDO GENERALE);2026;17/01/2026;Segnalazione;SICUREZZA URBANA;ALTRI INTERVENTI DI POLIZIA LOCALE;Email To Case;false;3
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;7
BACK OFFICE ROMA CAPITALE;2026;17/01/2026;Reclamo;SERVIZI MUNICIPALI;SERVIZI ANAGRAFICI;CDC;false;
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;2
POLIZIA LOCALE (COMANDO GENERALE);2026;17/01/2026;Segnalazione;DIRITTI E PARI OPPORTUNITA;EFFICIENZA UFFICI E COMPORTAMENTO DEL PERSONALE;Email To Case;false;
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;2
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;10
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;6
AMA;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;CDC;false;8
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;15
DIPARTIMENTO MONITORAGGIO QUALITA' DEI SERVIZI E COMUNICAZIONE ISTITUZIONALE;2026;17/01/2026;Reclamo;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE;CDC;false;14
DIPARTIMENTO TUTELA AMBIENTALE;2026;17/01/2026;Segnalazione;AMBIENTE;AREE VERDI E PARCHI PUBBLICI;CDC;false;4
CHIAMAROMA 060606;2026;17/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;7
MUNICIPIO IX;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;9
DIPARTIMENTO TUTELA AMBIENTALE;2026;17/01/2026;Segnalazione;SERVIZI MUNICIPALI;SERVIZIO TECNICO;Email To Case;false;10
MUNICIPIO IX;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;9
POLIZIA LOCALE (COMANDO GENERALE);2026;17/01/2026;Segnalazione;DIRITTI E PARI OPPORTUNITA;EFFICIENZA UFFICI E COMPORTAMENTO DEL PERSONALE;Email To Case;false;
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;2
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;5
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;5
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;5
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;5
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;1
MUNICIPIO X;2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;10
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;5
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;5
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;5
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;5
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;5
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;5
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA AMMINISTRATIVA;CDC;false;6
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;7
POLIZIA LOCALE (COMANDO GENERALE);2026;17/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Email To Case;false;2
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;11
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;1
CHIAMAROMA 060606;2026;17/01/2026;Segnalazione;MOBILITA E TRASPORTI;FREQUENZA E ORARI;Call Center;false;
POLIZIA LOCALE DI ROMA CAPITALE;2026;17/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;5
POLIZIA LOCALE DI ROMA CAPITALE;2026;18/01/2026;Segnalazione;SICUREZZA URBANA;RUMORI MOLESTI;CDC;false;1
MUNICIPIO III;2026;17/01/2026;Segnalazione;AMBIENTE;AREE VERDI E PARCHI PUBBLICI;Email To Case;false;3
MUNICIPIO X;2026;18/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;10
POLIZIA LOCALE DI ROMA CAPITALE;2026;18/01/2026;Segnalazione;CULTURA;SPETTACOLI E MUSICA DAL VIVO;CDC;false;2
POLIZIA LOCALE (COMANDO GENERALE);2026;18/01/2026;Segnalazione;SICUREZZA URBANA;ALTRI INTERVENTI DI POLIZIA LOCALE;Email To Case;false;12
MUNICIPIO XV;2026;18/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;15
CHIAMAROMA 060606;2026;18/01/2026;Segnalazione;MOBILITA E TRASPORTI;MEZZI DI TRASPORTO, STRUTTURE E IMPIANTI;Call Center;false;
CHIAMAROMA 060606;2026;18/01/2026;Segnalazione;MOBILITA E TRASPORTI;FREQUENZA E ORARI;Call Center;false;
POLIZIA LOCALE DI ROMA CAPITALE;2026;18/01/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;3
POLIZIA LOCALE (COMANDO GENERALE);2026;18/01/2026;Segnalazione;DIRITTI E PARI OPPORTUNITA;EFFICIENZA UFFICI E COMPORTAMENTO DEL PERSONALE;Email To Case;false;
CHIAMAROMA 060606;2026;18/01/2026;Segnalazione;MOBILITA E TRASPORTI;COMPORTAMENTO DEL PERSONALE;Call Center;false;
CHIAMAROMA 060606;2026;18/01/2026;Segnalazione;MOBILITA E TRASPORTI;FREQUENZA E ORARI;Call Center;false;
CHIAMAROMA 060606;2026;18/01/2026;Segnalazione;MOBILITA E TRASPORTI;MEZZI DI TRASPORTO, STRUTTURE E IMPIANTI;Call Center;false;
CHIAMAROMA 060606;2026;18/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;11
DIPARTIMENTO MOBILITA’ SOSTENIBILE E TRASPORTI;2026;18/01/2026;Segnalazione;MOBILITA E TRASPORTI;VIABILITA STRADALE;CDC;false;
CHIAMAROMA 060606;2026;18/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;4
CHIAMAROMA 060606;2026;18/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;7
CHIAMAROMA 060606;2026;18/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
MUNICIPIO I;2026;18/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;1
AMA;2026;18/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;CDC;false;8
MUNICIPIO IX;2026;18/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;9
CHIAMAROMA 060606;2026;18/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;10
MUNICIPIO VII;2026;18/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;7
CHIAMAROMA 060606;2026;18/01/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;8
CHIAMAROMA 060606;2026;18/01/2026;Segnalazione;ANAGRAFE E SERVIZI CIVICI;SERVIZI FUNEBRI E CIMITERIALI;Call Center;false;
MUNICIPIO II;2026;18/01/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Email To Case;false;2
CHIAMAROMA 060606;2026;18/01/2026;Segnalazione;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE;Call Center;false;6
